reconstructed,isv_id,isv_form,match_score,N,is_best,etm_info,cognates
ne,7623,ne,100.0,4,True,"From Proto-Balto-Slavic *ne, from Proto-Indo-European *ne.

","{'Old East Slavic': ['не'], 'Belarusian': ['не', 'ня (unstressed)'], 'Russian': ['не'], 'Rusyn': ['не', 'нї'], 'Ukrainian': ['не'], 'Old Cyrillic': ['не'], 'Glagolitic': ['ⱀⰵ'], 'Bulgarian': ['не'], 'Macedonian': ['не'], 'Cyrillic': ['не'], 'Latin': ['ne'], 'Slovene': ['nȅ', 'ne (tonal orthography)'], 'Old Czech': ['ne'], 'Czech': ['ne'], 'Polish': ['nie'], 'Slovak': ['nie'], 'Lower Sorbian': ['ně', 'nje-'], 'Upper Sorbian': ['ně', 'nje-']}"
nauka,7551,nauka,100.0,4,True,"Related to *naučiti, from *učiti (“to teach”).

","{'Belarusian': ['навука'], 'Russian': ['наука'], 'Ukrainian': ['наука'], 'Bulgarian': ['наука'], 'Macedonian': ['наука'], 'Cyrillic': ['наука'], 'Latin': ['nàuka'], 'Czech': ['nauka'], 'Kashubian': ['nôùka'], 'Polish': ['nauka'], 'Slovak': ['náuka']}"
mysliti,7019,mysliti,100.0,4,True,"From *myslь +‎ *-iti.

","{'Russian': ['мыслить'], 'Ukrainian': ['мислити'], 'Old Church Slavonic': ['мꙑслити'], 'Bulgarian': ['мисля'], 'Serbo-Croatian': ['misliti', 'мислити'], 'Slovene': ['mísliti (tonal orthography)'], 'Czech': ['myslit'], 'Kashubian': ['mëslëc'], 'Old Polish': ['myślić'], 'Polish': ['myśleć', 'myślić'], 'Slovak': ['myslieť']}"
šija,14933,šija,100.0,4,True,"Predominantly viewed as a proto-Slavic innovation from *šiti (“to sew, to stitch”) +‎ *-ja, ultimately from Proto-Indo-European *syuh₁-. Originally meaning either:

per Vasmer, Trubačev: “collar”;
per Snoj: “link, tie” (that ""seams"" the head to the torso).
In the past, had been speculated to have relation to Latin sinus.

","{'Old East Slavic': ['шеꙗ', 'шиꙗ'], 'Belarusian': ['шыя'], 'Russian': ['шея'], 'Ukrainian': ['шия'], 'Old Cyrillic': ['шиꙗ'], 'Glagolitic': ['ⱎⰹⱑ'], 'Bulgarian': ['шия'], 'Macedonian': ['шија'], 'Cyrillic': ['шија'], 'Latin': ['šija'], 'Slovene': ['šíja'], 'Old Czech': ['šíjě'], 'Czech': ['šíje'], 'Moravian (Mistřice)': ['šija'], 'Kashubian': ['szëja'], 'Old Polish': ['szyja'], 'Polish': ['szyja'], 'Slovak': ['šija'], 'Upper Sorbian': ['šija'], 'Lower Sorbian': ['šyja']}"
kъrmiti,5562,krmiti,100.0,4,True,"Derived from *kъrmъ.

","{'Belarusian': ['карміць'], 'Russian': ['кормить'], 'Ukrainian': ['кормити'], 'Old Church Slavonic': ['кръмити'], 'Bulgarian': ['кърмя'], 'Macedonian': ['крми'], 'Cyrillic': ['крмити'], 'Latin': ['krmiti'], 'Old Czech': ['krmiti'], 'Czech': ['krmit'], 'Moravian (Mistřice)': ['kŕmit'], 'Polish': ['karmić'], 'Slovak': ['kŕmiť'], 'Upper Sorbian': ['kormić'], 'Lower Sorbian': ['kjarmiś']}"
bogyni,1015,bogyni,100.0,4,True,"From *bogъ +‎ *-yni.

","{'Old East Slavic': ['богꙑни'], 'Old Ruthenian': ['богинꙗ'], 'Belarusian': ['багіня'], 'Ukrainian': ['богиня'], 'Russian': ['богиня'], 'Cyrilic': ['богꙑни'], 'Glagolitic': ['ⰱⱁⰳⱏⰺⱀⰹ'], 'Bulgarian': ['богиня'], 'Macedonian': ['богиња'], 'Cyrillic': ['богиња'], 'Latin': ['bòginja'], 'Slovene': ['bogínja (tonal orthography)'], 'Old Czech': ['bohyni'], 'Czech': ['bohyně'], 'Old Polish': ['bogini'], 'Polish': ['bogini'], 'Slovak': ['bohyňa']}"
mozgъ,6885,mozg,100.0,4,True,"From Proto-Balto-Slavic *masgás (“marrow; brain”), from Proto-Indo-European *mosgʰós.

","{'Old East Slavic': ['мозгъ'], 'Belarusian': ['мозг', 'мозаг', 'dial. мазга (genitive)'], 'Russian': ['мозг', 'dial. мoзга (genitive)'], 'Rusyn': ['мозоґ'], 'Ukrainian': ['мозок', 'dial. мозок', 'мoзка (genitive)'], 'Cyrillic': ['мозак'], 'Glagolitic': ['ⰿⱁⰸⰳⱏ'], 'Bulgarian': ['мозък'], 'Macedonian': ['мозок'], 'Latin': ['mȍzak'], 'Chakavian Serbo-Croatian': ['mozak', 'mozga (genitive)'], 'Slovene': ['mọzəg (tonal orthography)'], 'Old Czech': ['mozk'], 'Czech': ['mozek'], 'Moravian (Mistřice)': ['mozg'], 'Kashubian': ['mùsk', 'mùzg'], 'Polabian': ['*müzg', 'müzďĕ (plural)'], 'Polish': ['mózg'], 'Slovak': ['mozog'], 'Lower Sorbian': ['mórzgi'], 'Upper Sorbian': ['mozy']}"
bolto,918,blåto,100.0,4,True,"Most likely substantivized[1] from Proto-Balto-Slavic *bálˀtas (“faint, white”). Cognate with Lithuanian báltas (“white”), balà (“swamp”), Latvian balts (“white”), and the second part of Old Prussian placename Namuyn-balt.
The semantic connection between ""white"" and ""swamp, mud"" is not obvious, but has been attested in many languages. Beside the mentioned Lithuanian, also in e.g., Old Polish biel (“mud, swamp”) (< *bělь, from *bělъ (“white”)). This is probably due to the widespread presence of the marsh grass called cottongrass (genus Eriophorum), whose the white fluffy seed heads are white, or the color of the dried clay taking light hue, depending on soil.
Though formally and semantically derivable from Proto-Indo-European *bʰelH- (“white”), with cognates such as Albanian baltë (“mud”), Romanian baltă (“mud, swamp”) and Greek βάλτος (váltos, “swamp”), it is often considered an Illyrian substratum word (or from another, unidentified substrate language; cf. Proto-Slavic *bala (“marsh”)) due to the fact that most of the cognates are restricted to the Balkan peninsula, or its surroundings. However, these can also be borrowings from early Slavic; indirect evidence shows that the Slavic liquid metathesis and pleophony happened well after the spread of Slavic to the Balkans and the word must have been pronounced as *balta or *bolto as recently as the late 8th century.

","{'Old East Slavic': ['болото'], 'Old Ruthenian': ['болото'], 'Belarusian': ['балота'], 'Rusyn': ['болото'], 'Ukrainian': ['болото'], 'Russian': ['болото'], 'Cyrillic': ['блато'], 'Glagolitic': ['ⰱⰾⰰⱅⱁ'], '→ Russian': ['блато'], 'Bulgarian': ['блато'], 'Macedonian': ['блато'], 'Latin': ['blȁto'], 'Slovene': ['bláto (tonal orthography)'], 'Old Czech': ['bláto'], 'Czech': ['bláto'], 'Bohemian (Chod dialect)': ['bláto'], 'Moravian (Mistřice)': ['buato'], 'Kashubian': ['błoto'], 'Old Polish': ['błoto'], 'Polish': ['błoto'], 'Slovak': ['blato'], 'Lower Sorbian': ['błoto'], 'Upper Sorbian': ['błóto']}"
myti,7028,myti,100.0,4,True,"From Proto-Balto-Slavic *mautei, from Proto-Indo-European *muH- (<*miuH-) 'wet, damp, to wash' [Pokorny 741-743]. Derksen, 2008. Cognate with Lithuanian maudyti, Latvian maut.

","{'Old East Slavic': ['мꙑти'], 'Belarusian': ['мыць'], 'Russian': ['мыть'], 'Rusyn': ['мыти'], 'Ukrainian': ['мити'], 'Old Cyrillic': ['мꙑти'], 'Glagolitic': ['ⰿⱏⰹⱅⰻ'], 'Bulgarian': ['мия'], 'Macedonian': ['мие'], 'Cyrillic': ['мити'], 'Latin': ['miti'], 'Slovene': ['míti (tonal orthography)'], 'Old Czech': ['mýti'], 'Czech': ['mýt'], 'Bohemian (Chod dialect)': ['myjt'], 'Kashubian': ['mëc'], 'Polish': ['myć'], 'Slovak': ['mуť'], 'Slovincian': ['mȧc'], 'Upper Sorbian': ['myć'], 'Lower Sorbian': ['myś']}"
lъgati,5969,lgati,100.0,4,True,"From Proto-Balto-Slavic *lugtei, from Proto-Indo-European *lugʰ-yé-ti, ye-present of *lewgʰ- (“to lie, to tell falsehood”).
Cognate with Lithuanian lūgóti (“to request, bet”), Latvian lùgt (“to request, invite”).

","{'Old East Slavic': ['лъгати', 'лгати'], 'Belarusian': ['ілгаць', 'лгаць'], 'Russian': ['лгать'], 'Ukrainian': ['лгати'], 'Cyrillic': ['лагати'], 'Glagolitic': ['ⰾⱏⰳⰰⱅⰹ'], 'Bulgarian': ['лъжа'], 'Macedonian': ['лаже'], 'Latin': ['làgati'], 'Slovene': ['lagáti (tonal orthography)'], 'Old Czech': ['lháti'], 'Czech': ['lhát'], 'Kashubian': ['łżec'], 'Polabian': ['låzĕs (< *lъžešь)'], 'Polish': ['łgać', 'łżeć'], 'Slovak': ['luhať', 'lhať'], 'Slovincian': ['lgäc', 'łgac'], 'Lower Sorbian': ['łhaś'], 'Upper Sorbian': ['łhać']}"
biti,867,biti,100.0,4,True,"From Proto-Balto-Slavic *bī́ˀtei.

","{'Old East Slavic': ['бити'], 'Old Ruthenian': ['бити'], 'Belarusian': ['біць'], 'Ukrainian': ['бити'], 'Russian': ['бить'], 'Old Novgorodian': ['бити'], 'Cyrillic': ['бити'], 'Glagolitic': ['ⰱⰻⱅⰻ'], 'Bulgarian': ['бия'], 'Macedonian': ['бие'], 'Latin': ['biti'], 'Slovene': ['bíti (tonal orthography)'], 'Old Czech': ['bíti'], 'Czech': ['bít'], 'Moravian (Mistřice)': ['bit'], 'Kashubian': ['bic'], 'Polabian': ['bait'], 'Old Polish': ['bić'], 'Polish': ['bić'], 'Slovak': ['biť'], 'Slovincian': ['bjĩc'], 'Upper Sorbian': ['bić'], 'Lower Sorbian': ['biś']}"
šiti,14945,šiti,100.0,4,True,"From Proto-Balto-Slavic *sjū́ˀtei, from Proto-Indo-European *syewh₁-, an enlargement of *seh₂y- (“to bind, to link”).

","{'Old East Slavic': ['шити'], 'Belarusian': ['шыць'], 'Russian': ['шить'], 'Ukrainian': ['шити'], 'Old Church Slavonic': ['шити'], 'Bulgarian': ['шия'], 'Macedonian': ['шие'], 'Cyrillic': ['шити'], 'Latin': ['šiti'], 'Slovene': ['šíti (tonal orthography)'], 'Old Czech': ['šíti'], 'Czech': ['šít'], 'Kashubian': ['szëc'], 'Polabian': ['sait'], 'Polish': ['szyć'], 'Slovak': ['šiť'], 'Lower Sorbian': ['šyś'], 'Upper Sorbian': ['šić']}"
kvasъ,5740,kvas,100.0,4,True,"From Proto-Indo-European *kwh₂et-. Cognate with Latin cāseus (“cheese”), Sanskrit क्वथ् (kvath, “to boil”).

","{'Old East Slavic': ['квасъ'], 'Belarusian': ['квас'], 'Russian': ['квас'], 'Ukrainian': ['квас'], 'Cyrillic': ['квас'], 'Glagolitic': ['ⰽⰲⰰⱄⱏ'], 'Bulgarian': ['квас'], 'Macedonian': ['квас'], 'Latin': ['kvȃs'], 'Slovene': ['kvȃs (tonal orthography)'], 'Old Czech': ['kvas'], 'Czech': ['kvas'], 'Moravian (Mistřice)': ['kvas'], 'Polabian': ['kos'], 'Polish': ['kwas'], 'Slovak': ['kvas'], 'Slovincian': ['kvȧs'], 'Upper Sorbian': ['kwas'], 'Lower Sorbian': ['kwas']}"
vъšь,16658,vȯš,100.0,4,True,"Etymology uncertain, possibly related to Baltic *ut-, cf. Lithuanian utėlė̃, utìs, Latvian uts. Compare also Lithuanian vievesà. Possibly ultimately connected with Proto-Germanic *lūs. The forms may have been distorted because of linguistic taboos.

","{'Old East Slavic': ['въшь'], 'Belarusian': ['вош'], 'Russian': ['вошь'], 'Rusyn': ['уша'], 'Ukrainian': ['воша', 'вош'], 'Cyrillic': ['ваш', 'уш'], 'Glagolitic': ['ⰲⱏⱎⱐ'], 'Bulgarian': ['въшка'], 'Macedonian': ['вошка'], 'Latin': ['vȃš', 'ȗš', '(Kajkavian) vus'], 'Slovene': ['ȗš', 'ȕš (tonal orthography)'], 'Old Czech': ['veš'], 'Czech': ['veš'], 'Kashubian': ['wesz'], 'Polabian': ['vås'], 'Old Polish': ['wesz'], 'Polish': ['wesz'], 'Slovak': ['voš'], 'Lower Sorbian': ['woš', 'weš'], 'Upper Sorbian': ['woš']}"
zajęcь,17196,zajęc,100.0,4,True,"From an earlier *zajękъ (still reflected in Bulgarian and Macedonian), possibly from Proto-Balto-Slavic *zájinkos[1], of uncertain origin. One possibility is a connection to Lithuanian žaĩsti (“to play around”), supposing an original meaning hopper. If Old Armenian ձի (ji, “horse”) and Proto-Indo-European *ǵʰey- (“to hop, to impel”) are also cognates, then a likely origin would be (per Snoj) Proto-Indo-European *ǵʰōy-en-kos. Further cognates could be Proto-Germanic *gaits (“goat”), Latin haedus (“buck”) (via *-dos extension).
Less likely from Proto-Indo-European *ǵeh₂- (“to nourish, earth”) encountered in Ancient Greek γῆ (gê, “Earth”) (possibly Ancient Greek γᾰ́λᾰ (gála)), which is qualified as dubious by Vasmer.
Shares an analogous morphological ending as Proto-Slavic *měsęcь (“month”), Proto-Slavic *pujęcь (“peacock”).
Likely related[2] to Lithuanian zuĩkis, from *zuojekas; while Latvian zaķis was borrowed from Belarusian за́йка (zájka).

","{'Old East Slavic': ['заꙗць', 'заѧць', 'заець[5][6]'], 'Old Ruthenian': ['заѧць', 'заѧцъ', 'заєць', 'заєцъ'], 'Belarusian': ['заяц', 'заюк (dialectal)'], 'Ukrainian': ['заєць', 'заяць', 'заюк (dialectal)'], 'Middle Russian': ['заѧцъ', 'заецъ[7]'], 'Russian': ['заяц', 'зай (Pskov dialect)'], 'Old Novgorodian': ['ꙁаꙗць'], 'Old Cyrillic': ['заѩць'], 'Glagolitic': ['ⰸⰰⱗⱌⱐ'], 'Bulgarian': ['заец (obsolete)', 'заек', 'dial. зоек', 'зояк (in Torlak dialects)', 'заенц (dialectal)'], 'Macedonian': ['зајак'], 'Cyrillic': ['зец', 'зајац'], 'Latin': ['zȇc', 'zàjac'], 'Slovene': ['zȃjəc', 'zẹc (tonal orthography)'], 'Old Czech': ['zajiec'], 'Czech': ['zajíc'], 'Bohemian (Chod dialect)': ['zajíc'], 'Kashubian': ['zajc'], 'Polabian': ['zojąc'], 'Old Polish': ['zając'], 'Polish': ['zając'], 'Slovak': ['zajac'], 'Upper Sorbian': ['zajac'], 'Lower Sorbian': ['zajec (dialectal)']}"
potomъkъ,10991,potomȯk,100.0,4,True,"From *po tomь +‎ *-ъkъ.

","{'Old East Slavic': ['потомъкъ'], 'Old Ruthenian': ['потомокъ'], 'Belarusian': ['патомак'], 'Ukrainian': ['потомок'], 'Russian': ['потомок'], 'Bulgarian': ['потомък'], 'Macedonian': ['потомок'], 'Cyrillic': ['потомак'], 'Latin': ['pòtomak'], 'Slovene': ['potómec (tonal orthography)'], 'Old Czech': ['potomek'], 'Czech': ['potomek'], 'Bohemian (Chod dialect)': ['potomek'], 'Polish': ['potomek'], 'Slovak': ['potomok'], '⇒ Lower Sorbian': ['potomnik'], 'Upper Sorbian': ['potomс'], '⇒ Upper Sorbian': ['potomnik']}"
myšь,7023,myš,100.0,4,True,"From Proto-Balto-Slavic *mū́ˀšis, from Proto-Indo-European *múh₂s.

","{'Old East Slavic': ['мꙑшь'], 'Belarusian': ['мыш'], 'Russian': ['мышь'], 'Ukrainian': ['миша', 'миш'], 'Cyrillic': ['миш'], 'Glagolitic': ['ⰿⱏⰹⱎⱐ'], 'Bulgarian': ['мишка', 'миш (obsolete)'], 'Macedonian': ['миш (dialectal)'], 'Latin': ['miš'], 'Slovene': ['miš (tonal orthography)'], 'Czech': ['myš'], 'Kashubian': ['mësz'], 'Polabian': ['mois'], 'Polish': ['mysz'], 'Slovak': ['myš'], 'Upper Sorbian': ['myš'], 'Lower Sorbian': ['myš']}"
volkъno,16499,vlåkno,100.0,4,True,"Derksen: From depalatalized Proto-Indo-European *wolḱnom; cognate with Sanskrit वल्क (valka), Old English wlōh.
(This etymology is missing or incomplete. Please add to it, or discuss it at the Etymology scriptorium.)
","{'Old Ruthenian': ['волокно'], 'Belarusian': ['валакно'], 'Ukrainian': ['волокно'], 'Russian': ['волокно'], 'Old Church Slavonic': ['влакъно'], 'Bulgarian': ['влакно'], 'Macedonian': ['влакно'], 'Cyrillic': ['влакно'], 'Latin': ['vlákno'], 'Slovene': ['vlákno'], 'Old Czech': ['vlákno'], 'Czech': ['vlákno'], 'Old Polish': ['włókno'], 'Polish': ['włókno'], 'Slovak': ['vlákno'], 'Lower Sorbian': ['łokno'], 'Upper Sorbian': ['włokno']}"
davati,1702,davati,100.0,4,True,"From Proto-Balto-Slavic *dōˀwāˀtei, iterative of *dṓˀtei, from Proto-Indo-European *deh₃-. Constructed as if *da(ti) +‎ *-vati, with the same suffix found in iterative (later imperfective) *stavati (“to stand”), *-znavati (“to know”), etc. Compare Latvian dãvât (“to give (iterative)”), Lithuanian daviaũ (“I gave”, past), Ancient Greek δοϝέναι (dowénai, “to give (iterative)”) (Cypriot dialect), Sanskrit दावने (dāváne).
In Lithuanian, the cognate of this verb is employed in the construction of the (indicative) past frequentative tense.
Per Derksen, the 1sg. *dajǫ is built off the aorist stem.

","{'Old East Slavic': ['давати'], 'Belarusian': ['даваць'], 'Russian': ['давать'], 'Ukrainian': ['давати'], 'Cyrillic': ['давати'], 'Glagolitic': ['[Term?]'], 'Bulgarian': ['давам'], 'Macedonian': ['дава'], 'Latin': ['dávati (Southwest dialect)'], 'Chakavian (Vrgada)': ['dåvȁti'], 'Chakavian (Orbanići)': ['dāvȁt'], 'Old Czech': ['dávati'], 'Czech': ['dávat'], 'Kashubian': ['dôwac'], 'Polish': ['dawać'], 'Silesian': ['dŏwać'], 'Slovak': ['dávať'], 'Slovincian': ['dȧvăc'], 'Upper Sorbian': ['dawać'], 'Lower Sorbian': ['dawaś']}"
kožuxъ,5421,kožuh,100.0,4,True,"From *koža +‎ *-uxъ.

","{'Old Ruthenian': ['кожухъ', 'кожюхъ', 'кажухъ'], 'Belarusian': ['кажух'], 'Ukrainian': ['кожух'], 'Russian': ['кожух'], 'Serbian Church Slavonic': ['кожухъ'], 'Bulgarian': ['кожух'], 'Macedonian': ['кожув'], 'Cyrillic': ['кожух'], 'Latin': ['kòžuh'], 'Czech': ['kožich'], 'Polish': ['kożuch'], 'Slovak': ['kožuch'], 'Upper Sorbian': ['kožuch'], 'Lower Sorbian': ['kóžuch']}"
mojь,6784,moj,100.0,4,True,"From Proto-Balto-Slavic *maias, from Proto-Indo-European *móyos (“my; mine”). Cognate with Old Prussian mais, gen.sg. maian.

","{'Belarusian': ['мой'], 'Russian': ['мой'], 'Ukrainian': ['мій'], 'Old Church Slavonic': ['мои'], 'Bulgarian': ['мой'], 'Macedonian': ['мој'], 'Cyrillic': ['мој'], 'Latin': ['mȏj'], 'Slovene': ['mọj (tonal orthography)'], 'Old Czech': ['mój'], 'Czech': ['můj'], 'Bohemian (Chod dialect)': ['muj'], 'Kashubian': ['mój'], 'Polish': ['mój'], 'Slovak': ['môj'], 'Upper Sorbian': ['mój'], 'Lower Sorbian': ['mój']}"
uxo,15644,uho,100.0,4,True,"From Proto-Balto-Slavic *auś- (or possibly *auśi-, if reconstructed as an i-stem), from Proto-Indo-European *h₂ṓws. Cognate with Lithuanian ausis, Latvian auss, Old Prussian ausins (accusative plural).

","{'Old East Slavic': ['ухо'], 'Old Ruthenian': ['ухо', 'вухо'], 'Belarusian': ['вуха'], 'Ukrainian': ['вухо'], 'Russian': ['ухо'], 'Old Cyrillic': ['оухо'], 'Glagolitic': ['[Term?]'], 'Bulgarian': ['ухо'], 'Macedonian': ['уво'], 'Cyrillic': ['ухо', 'уво'], 'Latin': ['ȕho', 'ȕvo'], 'Slovene': ['uhọ (tonal orthography)'], 'Old Czech': ['ucho'], 'Czech': ['ucho'], 'Bohemian (Chod dialect)': ['hucho'], 'Kashubian': ['ùchò'], 'Polabian': ['vaux’ü'], 'Old Polish': ['ucho'], 'Polish': ['ucho'], 'Slovak': ['ucho'], 'Slovincian': ['vʉχɵ'], 'Upper Sorbian': ['wucho'], 'Lower Sorbian': ['wucho']}"
gumьno,3325,gumno,100.0,4,True,"From Proto-Balto-Slavic *gaw- ~ *gōw-, explained by Pogodin[1] as compounded in pre-Proto-Slavic with its descendant of Proto-Indo-European *gʷṓws—predecessor of *govь (“cow”) visible in *govędo (“cattlehead”), *govьno (“dung”), and *gavęzь (“bugloss”)—with *mьno formed from the stem of *męti (“to crumple, to scutch”)  +‎ *-o—the second noun is confirmed by Latvian mīnas m, mīne f (“clay puddling pit”).

","{'Old East Slavic': ['гꙋмьно'], 'Belarusian': ['гумно'], 'Russian': ['гумно'], 'Ukrainian': ['гумно'], 'Old Church Slavonic': ['гоумьно'], 'Bulgarian': ['гумно'], 'Macedonian': ['гумно'], 'Cyrillic': ['гумно', 'гувно'], 'Latin': ['gúmno', 'gúvno'], 'Slovene': ['gúmno', 'gúvno', 'gúbno (tonal orthography)'], 'Old Czech': ['humno'], 'Czech': ['humno'], 'Moravian (Mistřice)': ['humno'], 'Polabian': ['ďaimně'], 'Polish': ['gumno'], 'Slovak': ['humno'], 'Lower Sorbian': ['gumno'], 'Upper Sorbian': ['huno']}"
duxъ,2402,duh,100.0,4,True,"From Proto-Balto-Slavic *dausas, from Proto-Indo-European *dʰews-, variant of *dʰwes-. Cognate with Lithuanian daũsos f pl (“air”), Proto-Germanic *deuzą (“animal”).

","{'Old East Slavic': ['духъ (', '“air”)'], 'Belarusian': ['дух'], 'Russian': ['дух'], 'Rusyn': ['дух'], 'Ukrainian': ['дух'], 'Old Church Slavonic': ['доухъ', 'ⰴⱆⱈⱏ'], 'Bulgarian': ['дух'], 'Macedonian': ['дух'], 'Serbo-Croatian': ['дух', 'dȕh'], 'Slovene': ['dȗh (tonal orthography)'], 'Old Czech': ['duch'], 'Czech': ['duch'], 'Bohemian (Chod dialect)': ['duch'], 'Kashubian': ['dëch'], 'Polish': ['duch'], 'Slovak': ['duch'], 'Upper Sorbian': ['duch'], 'Lower Sorbian': ['duch']}"
dъlgъ,2089,dȯlg,100.0,4,True,"From a Germanic language, likely Gothic 𐌳𐌿𐌻𐌲𐍃 (dulgs), from Proto-Germanic *dulgaz, from Proto-Indo-European *dʰl̥gʰ- (“debt”).

","{'East Slavic': ['дългъ', 'длъгъ', 'дълъгъ', 'долгъ'], 'Belarusian': ['доўг'], 'Russian': ['долг', 'долог (dial. Soyana', 'Arkhangelsk Oblast)'], 'Ukrainian': ['довг'], 'Cyrillic': ['дуг'], 'Glagolitic': ['ⰴⱏⰾⰳⱏ', 'ⰴⰾⱏⰳⱏ'], 'Church Slavonic (Russian recension)': ['дългъ', 'длъгъ', 'дълъгъ', 'долгъ'], 'Church Slavonic (Serbian recension)': ['дльгъ (', '“sin”)'], 'Bulgarian': ['дълг', 'dialectal длъг'], 'Macedonian': ['долг'], 'Latin': ['dȗg'], 'Slovene': ['dȏłg (tonal orthography)'], '→ Hungarian': ['dolog'], 'Old Czech': ['dluh'], 'Czech': ['dluh'], 'Polabian': ['dåug'], 'Polish': ['dług'], 'Slovak': ['dlh'], 'Slovincian': ['dlʉg'], 'Lower Sorbian': ['dług'], 'Upper Sorbian': ['dołh']}"
